WE_41B884,youssef,STUDBME2,CMP_LAB3,El-modarag,STUDBME1,CMP_LAB4,CMP_LAB2,ARC3,Sbme-Staff,CMP_LAB1,El-lab,Mo_Hamza,Farouk,RehabLab,Gamil,TP-Link_463C,redmi,ARC1,location
-62,-77.0,-63,-82,-69.0,-60.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-55,-100.0,-46,-60,-100.0,-56.0,-100.0,-62.0,-100.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-45,-85.0,-45,-62,-100.0,-51.0,-100.0,-100.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-75,-52.0,-73,-100,-61.0,-66.0,-77.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,8
-65,-78.0,-63,-76,-100.0,-68.0,-100.0,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-70,-100.0,-56,-78,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-52.0,-100.0,-82.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-64,-100.0,-57,-100,-100.0,-74.0,-54.0,-100.0,-100.0,-100.0,-54.0,-100.0,-100.0,-52.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-69,-100.0,-60,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-68.0,-81.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-50,-100.0,-56,-100,-100.0,-48.0,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-62,-74.0,-62,-72,-73.0,-66.0,-74.0,-73.0,-100.0,-100.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,8
-65,-69.0,-72,-74,-100.0,-70.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,8
-50,-100.0,-44,-68,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-69.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-65,-76.0,-65,-100,-71.0,-61.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-71,-77.0,-63,-100,-77.0,-66.0,-100.0,-100.0,-79.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-58,-80.0,-55,-100,-73.0,-58.0,-71.0,-100.0,-100.0,-89.0,-68.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-53,-100.0,-51,-100,-100.0,-61.0,-100.0,-55.0,-100.0,-100.0,-100.0,-72.0,-100.0,-58.0,-68.0,-100.0,-100.0,-100.0,-100.0,10
-51,-100.0,-47,-61,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-61.0,-73.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-68,-100.0,-68,-100,-60.0,-44.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,5
-54,-100.0,-45,-100,-100.0,-58.0,-100.0,-100.0,-100.0,-100.0,-54.0,-65.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-59,-100.0,-63,-100,-100.0,-53.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-38,-100.0,-50,-100,-100.0,-68.0,-60.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,-100.0,9
-58,-100.0,-54,-100,-100.0,-68.0,-100.0,-46.0,-100.0,-100.0,-78.0,-100.0,-64.0,-58.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-55,-77.0,-64,-100,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-67,-83.0,-63,-73,-100.0,-64.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-62,-100.0,-53,-100,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-68.0,-69.0,-100.0,-100.0,-100.0,-100.0,11
-64,-100.0,-60,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-47.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-59,-100.0,-58,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,13
-72,-81.0,-74,-100,-100.0,-71.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-88.0,-100.0,-100.0,6
-47,-88.0,-46,-61,-100.0,-100.0,-60.0,-100.0,-100.0,-100.0,-59.0,-100.0,-100.0,-100.0,-76.0,-100.0,-100.0,-100.0,-100.0,9
-51,-100.0,-49,-100,-100.0,-61.0,-100.0,-59.0,-100.0,-100.0,-57.0,-100.0,-100.0,-100.0,-72.0,-100.0,-100.0,-100.0,-100.0,10
-56,-100.0,-43,-100,-100.0,-66.0,-100.0,-52.0,-100.0,-100.0,-100.0,-68.0,-100.0,-64.0,-70.0,-100.0,-100.0,-100.0,-100.0,10
-69,-100.0,-54,-100,-100.0,-77.0,-100.0,-100.0,-100.0,-100.0,-100.0,-55.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-72,-100.0,-68,-100,-79.0,-63.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-67,-100.0,-48,-100,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,-74.0,-100.0,-50.0,-100.0,-100.0,-100.0,-100.0,-100.0,10
-64,-100.0,-65,-100,-100.0,-39.0,-100.0,-100.0,-66.0,-81.0,-75.0,-100.0,-100.0,-100.0,-100.0,-56.0,-100.0,-100.0,-100.0,5
-71,-74.0,-65,-100,-74.0,-64.0,-100.0,-78.0,-100.0,-100.0,-75.0,-100.0,-100.0,-100.0,-100.0,-81.0,-100.0,-100.0,-100.0,8
-65,-79.0,-68,-67,-100.0,-62.0,-100.0,-100.0,-100.0,-100.0,-70.0,-100.0,-100.0,-100.0,-100.0,-83.0,-100.0,-100.0,-100.0,8
-71,-100.0,-60,-100,-100.0,-86.0,-100.0,-100.0,-100.0,-100.0,-100.0,-51.0,-74.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-46,-100.0,-44,-67,-100.0,-63.0,-66.0,-67.0,-100.0,-100.0,-62.0,-100.0,-100.0,-67.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-60,-100.0,-59,-100,-69.0,-46.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
-70,-100.0,-67,-70,-68.0,-44.0,-70.0,-100.0,-72.0,-100.0,-71.0,-100.0,-100.0,-82.0,-91.0,-78.0,-100.0,-100.0,-100.0,5
-72,-100.0,-57,-100,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-50.0,-70.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,12
-62,-100.0,-52,-45,-100.0,-59.0,-100.0,-100.0,-100.0,-100.0,-48.0,-100.0,-100.0,-64.0,-100.0,-100.0,-100.0,-100.0,-100.0,11
-47,-100.0,-44,-59,-100.0,-47.0,-57.0,-100.0,-100.0,-100.0,-60.0,-69.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,9
-67,-100.0,-69,-100,-75.0,-60.0,-100.0,-100.0,-78.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,6
-65,-74.0,-54,-100,-65.0,-48.0,-100.0,-100.0,-100.0,-85.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,7
